id,type,data
813,1,"[[9230,-2,0],[9231,0,0],[9232,0,0],[9233,0,0],[9234,0,0],[9235,0,0],[9236,0,0],[9237,0,0],[9238,-1,0],[9239,-1,0],[9240,-1,0],[9241,0,0],[9242,0,0],[9243,0,0],[9244,0,0],[9245,0,0],[9246,0,0],[9247,0,0],[9248,0,0],[9249,0,0]]"
814,2,"[[9250,1,0],[9251,0,0],[9252,0,0],[9253,0,0],[9254,0,0],[9255,0,0],[9256,0,0],[9257,0,0],[9258,0,0],[9259,1,0],[9260,0,0],[9261,0,0],[9262,0,0],[9263,0,1],[9264,0,0]]"
815,0,"[[9265,0,0],[9266,0,0],[9267,0,0],[9268,0,0],[9269,0,0]]"
816,0,"[[9270,0,0],[9271,0,0],[9272,0,0],[9273,0,0],[9274,0,0]]"
817,5,"[[9275,2,0],[9276,2,0]]"
818,1,"[[9277,-3,-11],[9278,5,-11],[9279,1,-12],[9280,-2,-8],[9281,8,-8],[9282,-5,-9],[9283,-4,-11],[9284,12,-10],[9285,-3,4],[9286,-3,-8],[9287,-5,-7],[9288,-3,-9],[9289,-3,-10],[9290,-2,-9],[9291,11,-9],[9292,8,-4],[9293,-3,-9],[9294,-3,-6],[9295,-2,-10],[9296,-2,-10]]"
819,2,"[[9297,0,-5],[9298,-2,-5],[9299,-2,-5],[9300,-3,-5],[9301,-1,-5],[9302,-2,-5],[9303,-4,-5],[9304,-1,-5],[9305,-1,-5],[9306,-1,-5],[9307,0,-7],[9308,-2,-5],[9309,0,-5],[9310,0,-5],[9311,-3,-5]]"
820,0,"[[9312,0,0],[9312,0,0],[9312,0,0],[9312,0,0],[9313,0,0]]"
821,4,"[[9314,3,-1],[9315,3,-1]]"
822,1,"[[9316,0,0],[9317,0,0],[9318,0,0],[9319,0,0],[9320,0,0],[9321,0,0],[9322,0,0],[9323,0,0],[9324,0,0],[9325,0,0],[9326,0,0],[9327,0,0],[9328,0,0],[9329,0,0],[9330,0,0],[9331,0,0],[9332,0,0],[9333,0,0],[9334,0,0],[9335,0,0]]"
823,2,"[[9336,0,0],[9337,0,0],[9338,0,0],[9339,-1,0],[9340,0,0],[9341,0,0],[9342,-1,0],[9343,0,0],[9344,0,0],[9345,1,0],[9346,0,0],[9347,0,0],[9348,0,0],[9349,0,0],[9350,-1,0]]"
824,4,"[[9351,3,-1],[9352,2,-1]]"
825,1,"[[9353,0,0],[9354,0,0],[9355,0,0],[9356,0,0],[9357,0,0],[9358,0,0],[9359,0,0],[9360,0,0],[9361,0,0],[9362,0,0],[9363,0,0],[9364,0,0],[9365,0,0],[9366,0,0],[9367,0,0],[9368,0,0],[9369,0,0],[9370,0,0],[9371,0,0],[9372,0,0]]"
826,2,"[[9373,0,0],[9374,0,0],[9375,0,0],[9376,0,0],[9377,0,0],[9378,0,0],[9379,0,0],[9380,0,0],[9381,0,0],[9382,1,0],[9383,0,0],[9384,0,0],[9385,0,0],[9386,0,0],[9387,0,0]]"
827,3,"[[9388,-9,0],[9389,3,8],[9390,-3,13],[9391,-4,-7],[9391,-5,-7],[9392,23,9],[9393,-5,3],[9393,-6,-2],[9393,-6,-3],[9390,3,2],[79,0,0],[9390,-22,-16],[9394,2,-5],[9394,-4,-4],[9394,-4,8],[79,0,0],[9388,-9,-7],[9388,-9,-5],[9393,-4,-5],[9391,0,-4],[9393,-4,-4],[9391,0,-4],[79,0,0],[79,0,0]]"
828,1,"[[9395,-1,-13],[9396,-4,-11],[9397,-4,-13],[9398,-6,-10],[9399,-7,-10],[9400,-5,-11],[9401,-5,-11],[9402,-2,-11],[9403,-2,-13],[9404,-3,-12],[9405,-2,-10],[9406,-2,-10],[9407,-2,-11],[9408,-1,-11],[9409,-4,-11],[9410,-4,-8],[9411,-5,-11],[9412,-5,-11],[9413,-4,-12],[9414,-4,-11]]"
829,2,"[[9415,1,-6],[9416,-4,-5],[9417,-1,-6],[9418,-3,-6],[9419,-2,-7],[9420,0,-6],[9421,-5,-6],[9422,-2,-6],[9423,-3,-6],[9424,-3,-6],[9425,-2,-6],[9426,-2,-5],[9427,-1,-4],[9428,-1,-7],[9429,-3,-6]]"
830,0,"[[829,0,-11],[830,0,-11],[831,0,-11],[832,0,-11],[833,0,-12]]"
831,4,"[[834,0,-15],[835,0,-14]]"
832,0,"[[4844,2,-13],[4845,2,-13],[4846,2,-13],[4847,2,-13],[4848,2,-11]]"
833,0,"[[4884,-1,-15],[4885,-1,-15],[4886,-1,-15],[4887,-1,-15],[4888,-1,-14]]"
834,0,"[[4695,-2,-21],[4696,-2,-22],[4697,-2,-22],[4698,-2,-22],[4699,2,-21]]"
835,0,"[[9430,1,0],[9431,1,0],[9432,1,0],[9433,1,0],[9434,1,0]]"
836,1,"[[9435,-3,-10],[9436,-4,-12],[9437,-3,-13],[9438,-2,-9],[9439,-3,-9],[9440,-5,-10],[9441,-4,-13],[9442,-1,-10],[9443,-4,-8],[9444,-4,-8],[9445,-5,-6],[9446,-3,-9],[9447,-3,-11],[9448,-2,-10],[9449,-3,-10],[9450,-1,-7],[9451,-3,-10],[9452,-3,-6],[9453,-2,-11],[9454,-2,-13]]"
837,2,"[[9455,0,-5],[9456,-5,-7],[9457,-2,-5],[9458,-4,-5],[9459,-2,-5],[9460,-2,-5],[9461,-3,-5],[9462,-2,-5],[9463,-2,-5],[9464,-1,-5],[9465,0,-7],[9466,-2,-5],[9467,0,-5],[9468,-1,-5],[9469,-3,-5]]"
838,0,"[[9470,-1,-1],[9471,-1,-1],[9472,-1,-1],[9473,-1,-1],[9474,-1,-1]]"
839,1,"[[9475,-3,-2],[9476,0,0],[9477,0,0],[9478,0,0],[9479,0,0],[9480,0,0],[9481,0,-1],[9482,0,0],[9483,-3,0],[9484,-3,0],[9485,-1,0],[9486,0,0],[9487,-4,0],[9488,-4,0],[9489,0,-1],[9490,0,0],[9491,-2,0],[9492,0,0],[9493,0,-1],[9494,0,-1]]"
840,2,"[[9495,0,0],[9496,0,0],[9497,-1,0],[9498,-2,0],[9499,0,0],[9500,-2,0],[9501,-1,0],[9502,0,0],[9503,1,0],[9504,1,0],[9505,0,-1],[9506,0,0],[9507,0,-1],[9508,0,0],[9509,-1,0]]"
841,5,"[[9510,4,3],[9511,4,3]]"
842,1,"[[9512,0,0],[9513,0,0],[9514,0,0],[9515,0,0],[9516,0,0],[9517,0,0],[9518,0,0],[9519,0,0],[9520,0,0],[9521,0,0],[9522,0,0],[9523,0,0],[9524,0,0],[9525,0,0],[9526,0,0],[9527,0,0],[9528,0,0],[9529,0,0],[9530,0,0],[9531,0,0]]"
843,2,"[[9532,0,0],[9533,0,0],[9534,0,0],[9535,0,0],[9536,0,0],[9537,0,0],[9538,0,0],[9539,0,0],[9540,0,0],[9541,0,0],[9542,0,0],[9543,0,0],[9544,0,0],[9545,0,0],[9546,0,0]]"
844,5,"[[9547,2,-8],[9548,3,-6]]"
845,1,"[[9549,-7,-17],[9550,0,-17],[9551,0,-18],[9552,-8,-12],[9553,0,-15],[9554,-10,-16],[9555,0,-20],[9556,0,-18],[9557,-2,-2],[9558,-2,0],[9559,-3,-16],[9560,0,-19],[9561,-1,-17],[9562,0,-17],[9563,0,-19],[9564,0,-14],[9565,-6,-16],[9566,-6,-12],[9567,0,-19],[9568,0,-19]]"
846,2,"[[9569,2,0],[9570,11,0],[9571,0,0],[9572,0,0],[9573,8,0],[9574,-1,0],[9575,0,0],[9576,3,0],[9577,8,0],[9578,7,0],[9579,2,0],[9580,0,0],[9581,0,0],[9582,0,0],[9583,1,0]]"
847,0,"[[9584,-1,-2],[9585,-1,-2],[9586,-1,-2],[9587,-1,-2],[9588,-1,-2]]"
848,4,"[[9589,4,-3],[9590,1,-3]]"
849,1,"[[9591,-3,-11],[9592,-4,-12],[9593,-3,-13],[9594,-2,-9],[9595,-3,-9],[9596,-5,-11],[9597,-4,-11],[9598,-1,-10],[9599,-3,-8],[9600,-3,-8],[9601,-6,-8],[9602,-3,-9],[9603,-3,-10],[9604,-2,-9],[9605,-3,-10],[9606,-1,-5],[9607,-3,-11],[9608,-3,-7],[9609,-2,-11],[9610,-2,-12]]"
850,2,"[[9611,0,-5],[9612,-5,-7],[9613,-2,-5],[9614,-3,-5],[9615,-2,-5],[9616,-2,-5],[9617,-4,-5],[9618,-1,-5],[9619,-1,-5],[9620,0,-5],[9621,0,-7],[9622,-2,-5],[9623,0,-5],[9624,0,-5],[9625,-3,-5]]"
851,1,"[[9626,-3,-11],[9627,-4,-12],[9628,-3,-13],[9629,-2,-9],[9630,-3,-9],[9631,-5,-11],[9632,-4,-11],[9633,-1,-10],[9634,-3,-8],[9635,-3,-8],[9636,-6,-8],[9637,-3,-9],[9638,-3,-10],[9639,-2,-9],[9640,-3,-10],[9641,-1,-5],[9642,-3,-11],[9643,-3,-7],[9644,-2,-11],[9645,-2,-12]]"
852,4,"[[9646,0,-3],[9647,0,-3]]"
853,1,"[[9648,0,-18],[9649,0,-15],[9650,0,-16],[9651,0,-13],[9652,0,-12],[9653,0,-17],[9654,0,-17],[9655,0,-15],[9656,-1,-1],[9657,-1,0],[9658,-2,-12],[9659,0,-15],[9660,-1,-16],[9661,0,-16],[9662,0,-17],[9663,0,-12],[9664,0,-17],[9665,0,-13],[9666,0,-17],[9667,0,-17]]"
854,2,"[[9668,1,0],[9669,0,0],[9670,-1,0],[9671,0,0],[9672,0,0],[9673,0,0],[9674,0,0],[9675,-1,0],[9676,1,0],[9677,2,0],[9678,1,-1],[9679,0,0],[9680,0,1],[9681,0,0],[9682,0,0]]"
855,4,"[[9683,1,1],[9684,2,3]]"
856,1,"[[9685,-10,-9],[9686,0,-7],[9687,0,-9],[9688,-3,-6],[9689,0,-7],[9690,-4,-8],[9691,0,-9],[9692,0,-8],[9693,-1,0],[9694,-1,0],[9695,-1,-5],[9696,0,-8],[9697,-10,-9],[9698,-9,-9],[9699,0,-9],[9700,0,-4],[9701,0,-8],[9702,-2,-4],[9703,0,-9],[9704,0,-9]]"
857,2,"[[9705,1,-10],[9706,0,-10],[9707,0,-10],[9708,0,-9],[9709,0,-10],[9710,1,-10],[9711,0,-10],[9712,0,-9],[9713,-1,-9],[9714,1,-9],[9715,0,-1],[9716,0,0],[9717,0,-3],[9718,0,1],[9719,0,-9]]"
858,0,"[[9720,-6,-2],[9721,-6,-2],[9722,-6,-2],[9723,-6,-2],[9724,-6,-2]]"
859,1,"[[9725,0,-13],[9726,-4,-12],[9727,-3,-12],[9728,-2,-8],[9729,-3,-10],[9730,-5,-11],[9731,-4,-12],[9732,-1,-11],[9733,-4,-8],[9734,-4,-8],[9735,-5,-7],[9736,-3,-10],[9737,-4,-12],[9738,-3,-11],[9739,-3,-13],[9740,-1,-8],[9741,-3,-11],[9742,-3,-7],[9743,-2,-14],[9744,-2,-14]]"
860,2,"[[9745,0,-5],[9746,-2,-7],[9747,-3,-5],[9748,-4,-5],[9749,-1,-5],[9750,-3,-5],[9751,-3,-5],[9752,-3,-5],[9753,0,-5],[9754,0,-5],[9755,2,-6],[9756,-1,-5],[9757,1,-5],[9758,1,-5],[9759,-6,-5]]"
861,4,"[[9760,3,-7],[9761,0,-6]]"
862,1,"[[9762,0,0],[9763,0,0],[9764,0,0],[9765,0,0],[9766,0,0],[9767,0,0],[9768,0,0],[9769,0,0],[9770,0,0],[9771,0,0],[9772,0,0],[9773,0,0],[9774,0,0],[9775,0,0],[9776,0,0],[9777,0,0],[9778,0,0],[9779,0,0],[9780,0,0],[9781,0,0]]"
863,2,"[[9782,0,0],[9783,0,0],[9784,0,0],[9785,0,0],[9786,0,0],[9787,0,0],[9788,0,0],[9789,-2,0],[9790,1,0],[9791,1,0],[9792,1,-1],[9793,0,0],[9794,0,1],[9795,0,0],[9796,0,0]]"
864,4,"[[9797,-3,-10],[9798,-3,-12]]"
865,1,"[[9799,0,0],[9800,0,0],[9801,0,0],[9802,0,0],[9803,0,0],[9804,0,0],[9805,0,0],[9806,0,0],[9807,-1,0],[9808,-1,0],[9809,-1,0],[9810,0,0],[9811,0,0],[9812,0,0],[9813,0,0],[9814,0,0],[9815,0,0],[9816,0,0],[9817,0,0],[9818,0,0]]"
866,2,"[[9819,1,0],[9820,0,0],[9821,0,0],[9822,0,0],[9823,0,0],[9824,0,0],[9825,0,0],[9826,0,0],[9827,0,0],[9828,1,0],[9829,0,0],[9830,0,0],[9831,0,1],[9832,-1,1],[9833,0,0]]"
867,0,"[[9834,-4,-13],[9835,-4,-13],[9836,-4,-13],[9837,-4,-13],[9838,-4,-13]]"
868,1,"[[9839,0,0],[9840,0,0],[9841,0,0],[9842,0,0],[9843,0,0],[9844,0,0],[9845,0,0],[9846,0,0],[9847,0,0],[9848,0,0],[9849,0,0],[9850,0,0],[9851,0,0],[9852,0,0],[9853,0,0],[9854,0,0],[9855,0,0],[9856,0,0],[9857,0,0],[9858,0,0]]"
869,2,"[[9859,0,0],[9860,0,0],[9861,-1,0],[9862,0,0],[9863,0,0],[9864,0,0],[9865,0,0],[9866,0,0],[9867,0,0],[9868,0,0],[9869,0,0],[9870,0,0],[9871,0,0],[9872,-2,0],[9873,0,0]]"
870,1,"[[9874,0,0],[9875,0,0],[9876,0,0],[9877,0,0],[9878,0,0],[9879,0,0],[9880,0,0],[9881,0,0],[9882,0,0],[9883,0,0],[9884,0,0],[9885,0,0],[9886,0,0],[9887,0,0],[9888,0,0],[9889,0,0],[9890,0,0],[9891,0,0],[9892,0,0],[9893,0,0]]"
871,2,"[[9894,1,0],[9895,0,0],[9896,-1,0],[9897,0,0],[9898,0,0],[9899,0,0],[9900,0,0],[9901,0,0],[9902,0,0],[9903,0,0],[9904,0,0],[9905,0,0],[9906,0,1],[9907,0,0],[9908,0,0]]"
872,4,"[[9909,1,-1],[9910,5,-2]]"
873,1,"[[9911,0,0],[9912,0,0],[9913,0,0],[9914,0,0],[9915,0,0],[9916,0,0],[9917,0,0],[9918,0,0],[9919,-1,0],[9920,-1,0],[9921,0,0],[9922,0,0],[9923,0,0],[9924,0,0],[9925,0,0],[9926,0,0],[9927,0,0],[9928,0,0],[9929,0,0],[9930,0,0]]"
874,2,"[[9931,1,0],[9932,0,0],[9933,-1,0],[9934,0,0],[9935,0,0],[9936,0,0],[9937,0,0],[9938,0,0],[9939,0,0],[9940,1,0],[9941,1,0],[9942,0,0],[9943,0,1],[9944,0,1],[9945,0,0]]"
875,4,"[[9946,1,-5],[9946,1,-5]]"
876,1,"[[9947,-4,-13],[9948,0,-11],[9949,0,-12],[9950,0,-9],[9951,0,-11],[9952,0,-12],[9953,0,-13],[9954,0,-12],[9955,0,0],[9956,0,0],[9957,0,-9],[9958,0,-12],[9959,0,-10],[9960,0,-10],[9961,0,-10],[9962,0,-5],[9963,0,-12],[9964,0,-8],[9965,0,-10],[9966,0,-10]]"
877,2,"[[9967,0,0],[9968,0,0],[9969,0,0],[9970,0,0],[9971,0,0],[9972,0,0],[9973,0,0],[9974,0,0],[9975,0,0],[9976,1,0],[9977,0,0],[9978,0,0],[9979,0,1],[9980,0,0],[9981,0,0]]"
878,1,"[[9982,-4,-13],[9983,0,-11],[9984,0,-12],[9985,0,-9],[9986,0,-11],[9987,0,-12],[9988,0,-13],[9989,0,-12],[9990,-1,0],[9991,-1,0],[9992,0,-9],[9993,0,-12],[9994,0,-10],[9995,0,-10],[9996,0,-10],[9997,0,-5],[9998,0,-12],[9999,0,-8],[10000,0,-10],[10001,0,-10]]"
879,2,"[[10002,1,0],[10003,0,0],[10004,0,0],[10005,0,0],[10006,0,0],[10007,0,0],[10008,0,0],[10009,0,0],[10010,0,0],[10011,1,0],[10012,0,0],[10013,0,0],[10014,0,1],[10015,0,1],[10016,0,0]]"
880,0,"[[10017,-1,0],[10018,-1,0],[10019,-1,0],[10020,-1,0],[10021,-1,0]]"
881,5,"[[10022,2,0],[10023,2,0]]"
882,4,"[[10024,-9,-23],[10025,-7,-27]]"
883,1,"[[10026,0,0],[10027,0,0],[10028,0,0],[10029,0,0],[10030,0,0],[10031,0,0],[10032,0,0],[10033,0,0],[10034,0,0],[10035,0,0],[10036,0,0],[10037,0,0],[10038,0,0],[10039,0,0],[10040,0,0],[10041,0,0],[10042,0,0],[10043,0,0],[10044,0,0],[10045,0,0]]"
884,2,"[[10046,0,0],[10047,0,0],[10048,0,0],[10049,-3,0],[10050,0,0],[10051,0,0],[10052,0,0],[10053,0,0],[10054,0,0],[10055,0,0],[10056,0,0],[10057,0,0],[10058,0,1],[10059,0,0],[10060,0,0]]"
885,1,"[[10061,0,0],[10062,0,0],[10063,0,0],[10064,0,0],[10065,0,0],[10066,0,0],[10067,0,0],[10068,0,0],[10069,-1,0],[10070,-1,0],[10071,0,0],[10072,0,0],[10073,0,0],[10074,0,0],[10075,0,0],[10076,0,0],[10077,0,0],[10078,0,0],[10079,0,0],[10080,0,0]]"
886,2,"[[10081,1,0],[10082,0,0],[10083,0,0],[10084,-2,0],[10085,0,0],[10086,0,0],[10087,0,0],[10088,0,0],[10089,0,0],[10090,1,0],[10091,0,0],[10092,0,0],[10093,0,1],[10094,0,1],[10095,0,0]]"
887,3,"[[10096,16,15],[10096,4,11],[10096,3,14],[10096,23,10],[10096,23,9],[10096,1,9],[10097,30,16],[10097,30,10],[10097,30,10],[10096,9,2],[10098,4,1],[10096,-31,-17],[10099,11,7],[10099,6,8],[10100,5,17],[10096,-28,-14],[10096,12,12],[10096,12,12],[10096,7,12],[10096,1,12],[10097,36,11],[10097,30,16],[10096,9,1],[10096,6,8]]"
888,3,"[[10101,-17,-4],[10103,-8,7],[10104,-16,10],[10101,-23,-10],[10101,-23,-11],[79,31,-8],[10101,-16,-2],[10101,-17,-9],[10101,-16,-9],[79,-11,-1],[79,0,0],[79,0,0],[10102,19,11],[10106,13,-2],[10106,14,11],[10105,-53,-21],[10101,-19,-11],[10101,-20,-11],[79,0,0],[79,0,0],[10105,-21,6],[10101,-15,-6],[10101,-9,-17],[10101,-11,-13]]"
889,0,"[[10107,-2,-9],[10108,-2,-9],[10109,-2,-9],[10110,-2,-9],[10111,-2,-9]]"
890,1,"[[10112,-1,-10],[10113,-4,-9],[10114,-3,-10],[10115,-2,-8],[10116,-3,-8],[10117,-5,-10],[10118,-4,-11],[10119,-1,-11],[10120,-2,-8],[10121,-2,-8],[10122,-3,-8],[10123,-3,-11],[10124,-2,-8],[10125,0,-8],[10126,-3,-9],[10127,-1,-5],[10128,-3,-10],[10129,-3,-6],[10130,-2,-10],[10131,-2,-10]]"
891,2,"[[10132,0,-4],[10133,-5,-5],[10134,-3,-5],[10135,-5,-5],[10136,-2,-5],[10137,-2,-5],[10138,-4,-5],[10139,-2,-5],[10140,-3,-5],[10141,-3,-5],[10142,1,-7],[10143,-1,-5],[10144,1,-5],[10145,1,-5],[10146,-4,-5]]"
892,3,"[[10147,-12,-1],[10148,25,-5],[10149,-12,13],[10150,-15,-13],[10150,-15,-12],[10151,22,1],[10152,2,-7],[10152,3,-12],[10152,3,-12],[79,0,0],[79,0,0],[79,0,0],[10153,-9,1],[10153,-14,1],[10154,4,-8],[79,0,0],[10147,-13,-12],[10147,-13,-9],[10155,7,-15],[10156,-5,-11],[10155,6,-16],[10156,-7,-12],[10157,-4,-10],[10158,-6,-4]]"
893,0,"[[10159,0,-6],[10160,0,-6],[10161,0,-6],[10162,0,-6],[10163,0,-6]]"
894,1,"[[10164,0,-10],[10165,-4,-8],[10166,-3,-9],[10167,-2,-5],[10168,-3,-5],[10169,-5,-7],[10170,-4,-8],[10171,-1,-8],[10172,-2,-8],[10173,-2,-9],[10174,-3,-6],[10175,-3,-8],[10176,-1,-6],[10177,0,-6],[10178,-3,-7],[10179,-1,-5],[10180,-3,-7],[10181,-3,-6],[10182,-2,-8],[10183,-2,-8]]"
895,2,"[[10184,0,-5],[10185,-5,-5],[10186,-4,-5],[10187,-6,-5],[10188,-1,-5],[10189,-2,-5],[10190,-6,-5],[10191,-1,-5],[10192,-2,-5],[10193,-1,-5],[10194,0,-7],[10195,-2,-5],[10196,0,-5],[10197,0,-5],[10198,-4,-5]]"
896,1,"[[10199,0,-10],[10200,-4,-8],[10201,-3,-9],[10202,-2,-5],[10203,-3,-5],[10204,-5,-7],[10205,-4,-8],[10206,-1,-8],[10207,-2,-8],[10208,-2,-9],[10209,-3,-6],[10210,-3,-8],[10211,-1,-6],[10212,0,-6],[10213,-3,-7],[10214,-1,-5],[10215,-3,-7],[10216,-2,-7],[10217,-2,-8],[10218,-2,-8]]"
897,0,"[[10219,-2,-11],[10220,-2,-11],[10221,-2,-11],[10222,-2,-11],[10223,-1,-10]]"
898,1,"[[10224,-3,-9],[10225,-4,-8],[10226,-3,-8],[10227,-2,-5],[10228,-3,-5],[10229,-5,-7],[10230,-4,-8],[10231,-1,-7],[10232,-4,-8],[10233,-4,-9],[10234,-5,-6],[10235,-3,-7],[10236,-3,-6],[10237,-1,-6],[10238,-3,-7],[10239,-1,-5],[10240,-3,-7],[10241,-2,-7],[10242,-2,-7],[10243,-2,-8]]"
899,2,"[[10244,0,-5],[10245,-3,-5],[10246,-4,-5],[10247,-5,-5],[10248,-1,-5],[10249,-3,-5],[10250,-6,-5],[10251,-2,-5],[10252,-3,-5],[10253,-3,-5],[10254,2,-7],[10255,0,-5],[10256,2,-5],[10257,2,-5],[10258,-5,-5]]"
900,0,"[[10259,-3,-15],[10260,-3,-15],[10261,-4,-15],[10262,-4,-15],[10263,-3,-14]]"
901,1,"[[10264,0,-6],[10265,-4,-6],[10266,-3,-6],[10267,-2,-5],[10268,-3,-5],[10269,-5,-7],[10270,-4,-6],[10271,-1,-6],[10272,-2,-8],[10273,-2,-9],[10274,-3,-6],[10275,-3,-6],[10276,-1,-5],[10277,1,-5],[10278,-3,-5],[10279,-1,-5],[10280,-3,-7],[10281,-2,-7],[10282,-2,-6],[10283,-2,-6]]"
902,2,"[[10284,0,-5],[10285,-5,-5],[10286,-3,-5],[10287,-5,-5],[10288,-2,-8],[10289,-1,-5],[10290,-5,-5],[10291,-2,-5],[10292,-2,-5],[10293,-3,-5],[10294,1,-7],[10295,-1,-5],[10296,1,-5],[10297,1,-5],[10298,-5,-5]]"
903,3,"[[10299,-12,-6],[10300,-4,2],[10301,-10,4],[10302,-7,-13],[10302,-8,-14],[10303,4,6],[10304,-1,-2],[10304,-1,-8],[10304,-2,-8],[79,0,0],[79,0,0],[79,0,0],[10305,0,-2],[10305,-5,-3],[10306,2,-4],[79,0,0],[10299,-12,-12],[10299,-11,-10],[10310,3,-9],[10307,-3,-9],[10310,3,-10],[10308,-3,-10],[10309,-3,-10],[10309,-5,-4]]"
904,3,"[[10311,-9,-5],[10312,0,1],[10313,-8,6],[10314,-9,-13],[10314,-9,-13],[10315,21,4],[10316,-1,-2],[10316,-1,-8],[10316,-1,-8],[79,0,0],[79,0,0],[79,0,0],[10317,22,-3],[10317,16,-3],[10318,3,-4],[79,0,0],[10311,-9,-13],[10311,-8,-10],[10319,3,-11],[10320,-3,-10],[10319,3,-12],[10321,-3,-11],[10322,-4,-10],[10323,-7,-4]]"
905,0,"[[10324,0,-8],[10325,0,-8],[10326,0,-8],[10327,0,-8],[10328,2,-7]]"
906,1,"[[10329,0,-10],[10330,-4,-8],[10331,-3,-9],[10332,-2,-6],[10333,-3,-5],[10334,-5,-8],[10335,-4,-10],[10336,-1,-9],[10337,-2,-8],[10338,-2,-9],[10339,-3,-6],[10340,-3,-8],[10341,-1,-8],[10342,0,-8],[10343,-3,-7],[10344,-1,-5],[10345,-3,-8],[10346,-2,-7],[10347,-2,-9],[10348,-2,-9]]"
907,2,"[[10349,0,-5],[10350,-5,-5],[10351,-4,-5],[10352,-4,-5],[10353,-1,-5],[10354,-2,-5],[10355,-6,-5],[10356,-2,-5],[10357,-2,-5],[10358,-2,-5],[10359,1,-7],[10360,-1,-5],[10361,1,-5],[10362,1,-5],[10363,-5,-5]]"
908,3,"[[10364,-20,-10],[10365,-15,-7],[10366,-18,3],[10367,-19,-22],[10367,-18,-22],[10368,-3,-6],[10369,-7,-14],[10369,-7,-20],[10369,-6,-20],[79,0,0],[79,0,0],[79,0,0],[10370,-12,-8],[10370,-19,-8],[10371,1,-17],[79,0,0],[10364,-19,-21],[10364,-19,-19],[10376,-2,-23],[10372,-13,-19],[10376,-2,-24],[10372,-13,-21],[10374,-9,-19],[10375,-13,-13]]"
909,1,"[[10377,0,-10],[10378,-4,-8],[10379,-3,-9],[10380,-2,-6],[10381,-3,-5],[10382,-5,-8],[10383,-4,-10],[10384,-1,-9],[10385,-2,-8],[10386,-2,-9],[10387,-3,-6],[10388,-3,-8],[10389,-1,-8],[10390,0,-8],[10391,-3,-7],[10392,-1,-5],[10393,-3,-8],[10394,-2,-7],[10395,-2,-9],[10396,-2,-9]]"
910,0,"[[10397,-2,-3],[10397,-2,-3],[10397,-2,-3],[10397,-2,-3],[10398,-1,-4]]"
911,0,"[[10399,-1,-5],[10399,-1,-5],[10400,-1,-5],[10401,-1,-5],[10402,-1,-5]]"
912,1,"[[10403,0,0],[10404,0,0],[10405,0,0],[10406,0,0],[10407,0,0],[10408,0,0],[10409,0,0],[10410,0,0],[10411,-2,0],[10412,-2,0],[10413,0,0],[10414,0,0],[10415,0,0],[10416,0,0],[10417,0,0],[10418,0,0],[10419,0,0],[10420,0,0],[10421,0,0],[10422,0,0]]"
913,2,"[[10423,0,0],[10424,0,0],[10425,0,0],[10426,0,0],[10427,0,0],[10428,-1,0],[10429,0,0],[10430,0,0],[10431,1,0],[10432,1,0],[10433,1,-1],[10434,0,0],[10435,0,0],[10436,0,0],[10437,0,0]]"
914,3,"[[10438,-14,2],[10439,-9,22],[10439,-12,24],[10440,-2,2],[10440,-2,1],[10441,26,-11],[10442,-3,-3],[10442,-3,-9],[10442,-2,-9],[10443,-7,-3],[10443,-36,-11],[10443,-44,-26],[10444,13,-1],[10445,9,7],[10446,13,-4],[10443,-41,-25],[10447,-2,-13],[10447,-6,-10],[10448,9,-16],[10447,-4,-11],[10448,9,-16],[10447,-3,-11],[10439,2,11],[10439,-5,18]]"
915,0,"[[10450,-2,-6],[10451,-2,-6],[10452,-2,-6],[10453,-2,-6],[10454,-1,-6]]"
916,1,"[[10455,0,0],[10456,0,0],[10457,0,-1],[10458,0,0],[10459,0,-1],[10460,0,0],[10461,0,-1],[10462,0,-1],[10463,0,0],[10464,0,0],[10465,0,0],[10466,0,0],[10467,-1,0],[10468,-1,0],[10469,0,0],[10470,0,0],[10471,0,0],[10472,0,0],[10473,0,-1],[10474,0,-1]]"
917,2,"[[10475,-1,0],[10476,-1,0],[10477,-1,0],[10478,0,0],[10479,0,0],[10480,0,0],[10481,0,0],[10482,-1,0],[10483,0,0],[10484,0,0],[10485,0,0],[10486,0,0],[10487,0,0],[10488,0,0],[10489,0,0]]"
918,0,"[[10490,-2,-4],[10491,-2,-4],[10492,-2,-4],[10493,-2,-4],[10494,-3,-4]]"
919,1,"[[10495,0,-1],[10496,0,0],[10497,0,-1],[10498,0,0],[10499,0,-1],[10500,0,0],[10501,0,-1],[10502,0,-1],[10503,-1,0],[10504,-1,0],[10505,0,0],[10506,0,0],[10507,-1,0],[10508,-1,0],[10509,0,0],[10510,0,0],[10511,0,0],[10512,0,0],[10513,0,-1],[10514,0,-1]]"
920,2,"[[10515,2,0],[10516,1,0],[10517,0,0],[10518,0,0],[10519,0,0],[10520,0,0],[10521,0,0],[10522,1,0],[10523,1,0],[10524,2,0],[10525,1,0],[10526,0,0],[10527,0,-1],[10528,0,1],[10529,0,0]]"
921,0,"[[10530,0,-7],[10531,0,-7],[10532,0,-7],[10533,0,-7],[10534,0,-8]]"
